0,1,2,3,4,5,6,7,8,9,10,11,page,table_number,12,13,14
,,7305,TAKALAR,1,2,,7.975,,,3,1.595,32,1,-,-,-
,,7306,GOWA,1,57,46,2.121,10,,,604,32,1,-,-,-
,,7308,MAROS,2,6,,183.341,3,1,9,17.122,32,1,-,1,-
,,7309,"PANGKAJENE
KEPULAUAN",1,1,1,-,,,,15,32,1,1,1,-
,,7310,BARRU,4,-,-,-,,,,,32,1,5,-,1
,,7311,BONE,1,-,,-,,,,,32,1,-,-,-
,,7312,SOPPENG,2,1,,31.435,,,,350,32,1,-,-,-
,,7313,WAJO,7,-,,62.349,2,,,12.130,32,1,74,42,24
,,7314,"SIDENRENG
RAPPANG",4,-,,16.695,,3,5,10.794,32,1,9,1,-
,,7315,PINRANG,2,-,,3.000,,,578,,32,1,-,-,-
,,7316,ENREKANG,1,-,,300,,,,320,32,1,-,-,-
,,7317,LUWU,6,-,,8.310,2,1,,1.757,32,1,15,19,-
,,7318,TANA TORAJA,2,-,1,500,1,,,4,32,1,-,-,-
,,7322,LUWU UTARA,1,-,,12.437,,,2,,32,1,-,-,-
,,7325,LUWU TIMUR,7,-,,12.827,,,,390,32,1,1,-,-
,,7371,"KOTA
MAKASSAR",1,1,,10.328,,,,477,32,1,-,-,-
74,"SU-
LAWESI
TENGGA-
RA",7403,KONAWE,1,2,,127.357,1.020,1.016,4.249,,32,1,-,41,-
,,7405,"KONAWE
SELATAN",1,-,,6.291,,,,,32,1,-,-,-
,,7408,"KOLAKA
UTARA",1,-,,4,,,1,3,32,1,-,-,-
,,7409,"BUTON
UTARA",1,-,,420,,,,,32,1,-,-,-
,,7410,"KONAWE
UTARA",1,-,,28.900,370,,,1.837,32,1,30,5,8
,,7414,"BUTON
TENGAH",1,-,,138,,,46,,32,1,-,-,-
,,7471,"KOTA
KENDARI",2,-,,2.084,,,,,32,1,-,-,-
75,GORONTALO,7501,BOALEMO,2,-,,5.780,1,4,,672,32,1,2,1,-
,,7503,POHUWATO,1,-,,-,,,,45,32,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten/
Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,33,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
&
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",33,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,33,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),33,1,(13),(14),(15)
76,"SU-
LAWESI
BARAT",7603,MAMASA,1,-,,-,,,,20,33,1,-,-,-
,,7604,MAMUJU,1,-,,1.073,69,23,142,,33,1,2,1,-
,,7605,PASANGKAYU,2,-,,50,,,3,40,33,1,-,-,-
,,7606,"MAMUJU
TENGAH",2,-,,5.696,2,,,15,33,1,-,-,-
81,MALUKU,8101,"MALUKU
TENGGARA
BARAT",1,-,,75,,,,,33,1,-,-,-
,,8103,"MALUKU
TENGAH",1,-,,-,,,,,33,1,-,-,-
,,8106,"SERAM BAGI-
AN BARAT",2,-,,256,,,,37,33,1,-,-,-
,,8107,"SERAM BAGI-
AN TIMUR",6,-,,322,,,1,368,33,1,1,-,-
,,8108,"MALUKU
BARAT DAYA",1,-,,2.236,,,40,125,33,1,1,-,-
82,"MALUKU
UTARA",8202,"HALMAHERA
TENGAH",2,-,,-,,,,343,33,1,1,3,1
,,8205,"HALMAHERA
UTARA",2,-,,-,,,,184,33,1,4,2,1
,,8207,"PULAU
MOROTAI",2,-,,355,,,,613,33,1,-,-,-
,,8208,"PULAU
TALIABU",5,-,,404,2,,,155,33,1,-,-,-
91,"PAPUA
BARAT",9103,"TELUK
WONDAMA",2,-,,4.209,,,,56,33,1,-,-,-
,,9104,"TELUK
BINTUNI",2,-,,575,,,,215,33,1,-,-,-
,,9105,MANOKWARI,5,-,,1.698,3,1,,196,33,1,-,-,-
,,9107,SORONG,1,-,,-,,,,550,33,1,-,-,-
94,PAPUA,9403,JAYAPURA,3,187,983,179.016,712,6,400,2.418,33,1,10,18,3
,,9404,NABIRE,2,-,,1.815,1,,,,33,1,-,-,-
,,9417,"PEGUNUN-
GAN
BINTANG",2,-,,1.210,,,,,33,1,4,-,2
,,9418,TOLIKARA,1,6,,120,,,,140,33,1,-,1,-
,,9419,SARMI,2,-,,-,,,518,,33,1,3,5,-
,,9471,"KOTA
JAYAPURA",2,1,,7.375,1,,,1.175,33,1,-,-,-
,,,,,,,,,,,,33,1,,,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Jumlah
Kejadian",Korban,,,Kerusakan,,,,,,34,1,,,
,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan","Fasilitas
Peribada-
tan","Fasilitas
Kesehatan",34,1,,,
,,,Jiwa,,,Unit,,,,,,34,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),34,1,,,
11,ACEH,63,-,8,1.470,133,69,197,4,5,-,34,1,,,
12,"SUMATERA
UTARA",32,-,5,184,73,69,229,-,4,1,34,1,,,
13,SUMATERA BARAT,47,-,12,977,31,62,206,2,1,-,34,1,,,
14,RIAU,2,-,7,101,19,53,17,3,-,-,34,1,,,
15,JAMBI,4,-,-,120,10,-,69,-,1,2,34,1,,,
16,"SUMATERA
SELATAN",16,1,3,2.083,149,22,296,2,3,2,34,1,,,
17,BENGKULU,2,1,3,-,-,1,4,-,-,-,34,1,,,
18,LAMPUNG,7,-,-,20,30,46,221,1,-,-,34,1,,,
19,"KEPULAUAN
BANGKA
BELITUNG",6,-,-,41,2,2,36,2,-,-,34,1,,,
21,KEPULAUAN RIAU,7,-,1,35,2,11,9,-,-,-,34,1,,,
31,DKI JAKARTA,3,1,1,68,-,-,-,-,1,-,34,1,,,
32,JAWA BARAT,252,3,43,17.055,400,1.131,7.315,19,14,5,34,1,,,
33,JAWA TENGAH,421,4,101,8.157,736,1.513,7.916,62,31,3,34,1,,,
34,DI YOGYAKARTA,14,-,26,454,-,9,229,6,4,-,34,1,,,
35,JAWA TIMUR,267,10,39,9.714,408,2.269,5.631,37,38,8,34,1,,,
36,BANTEN,22,-,7,341,52,13,358,1,4,1,34,1,,,
51,BALI,20,-,1,-,8,1,70,1,13,-,34,1,,,
52,"NUSA TENGGARA
BARAT",22,-,19,1.740,109,118,241,8,2,-,34,1,,,
53,"NUSA TENGGARA
TIMUR",12,-,4,3.814,184,20,814,3,3,-,34,1,,,
61,"KALIMANTAN
BARAT",7,-,-,88,107,18,83,2,-,1,34,1,,,
62,"KALIMANTAN
TENGAH",10,-,1,37,5,3,49,-,1,-,34,1,,,
63,"KALIMANTAN
SELATAN",58,-,3,1.562,90,81,311,3,4,-,34,1,,,
64,"KALIMANTAN
TIMUR",2,-,-,4,1,-,3,1,-,-,34,1,,,
65,"KALIMANTAN
UTARA",1,-,-,-,-,1,2,-,-,-,34,1,,,
71,SULAWESI UTARA,6,1,1,5,52,-,98,2,3,1,34,1,,,
73,"SULAWESI
SELATAN",67,-,4,1.695,126,110,657,6,3,-,34,1,,,
74,"SULAWESI
TENGGARA",4,-,-,15,1,83,9,2,-,-,34,1,,,
75,GORONTALO,2,-,2,21,1,2,-,-,-,-,34,1,,,
76,SULAWESI BARAT,4,-,-,-,2,20,38,-,-,-,34,1,,,
81,MALUKU,7,-,-,326,-,23,231,3,3,-,34,1,,,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,35,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",35,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,35,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),35,1,(13),(14),
11,ACEH,1102,ACEH SINGKIL,4,-,-,76,6,2,10,-,35,1,-,-,
,,1103,"ACEH
SELATAN",4,-,-,-,11,1,-,1,35,1,-,-,
,,1104,"ACEH TENG-
GARA",2,-,-,25,1,5,2,-,35,1,1,-,
,,1105,ACEH TIMUR,2,-,-,105,10,5,5,1,35,1,1,-,
,,1106,"ACEH
TENGAH",4,-,-,5,2,-,6,-,35,1,-,-,
,,1107,ACEH BARAT,5,-,-,187,22,1,35,-,35,1,-,-,
,,1108,ACEH BESAR,3,-,-,36,2,2,3,-,35,1,-,-,
,,1109,PIDIE,1,-,-,15,2,2,2,-,35,1,-,-,
,,1110,BIREUEN,7,-,-,141,11,16,16,1,35,1,1,-,
,,1111,ACEH UTARA,6,-,-,157,25,4,25,1,35,1,-,-,
,,1112,"ACEH BARAT
DAYA",1,-,-,100,-,21,-,-,35,1,-,-,
,,1113,GAYO LUES,4,-,-,336,25,6,35,-,35,1,-,-,
,,1115,NAGAN RAYA,3,-,-,6,-,3,6,-,35,1,-,-,
,,1116,ACEH JAYA,2,-,-,3,1,-,1,-,35,1,-,-,
,,1117,"BENER
MERIAH",8,-,8,155,7,1,41,-,35,1,1,-,
,,1118,PIDIE JAYA,3,-,-,61,1,-,3,-,35,1,1,-,
,,1171,"KOTA BANDA
ACEH",1,-,-,5,1,-,-,-,35,1,-,-,
,,1172,"KOTA
SABANG",1,-,-,5,-,-,1,-,35,1,-,-,
,,1173,KOTA LANGSA,1,-,-,31,3,-,3,-,35,1,-,-,
,,1175,"KOTA SUBU-
LUSSALAM",1,-,-,21,3,-,3,-,35,1,-,-,
12,"SUMA-
TERA
UTARA",1202,"MANDAILING
NATAL",1,-,-,-,1,-,12,-,35,1,-,-,
,,1203,"TAPANULI
SELATAN",1,-,-,-,-,-,2,-,35,1,-,-,
,,1205,"TAPANULI
UTARA",1,-,-,-,-,-,2,-,35,1,-,-,
,,1207,"LABUHAN
BATU",1,-,-,50,5,-,5,-,35,1,-,-,
,,1208,ASAHAN,6,-,2,-,4,12,30,-,35,1,2,1,
,,1210,DAIRI,4,-,-,31,6,10,41,-,35,1,-,-,
,,1211,KARO,1,-,2,-,4,-,28,-,35,1,-,-,
,,1212,"DELI SER-
DANG",3,-,-,-,12,11,33,-,35,1,-,-,
,,1213,LANGKAT,7,-,1,20,2,14,18,-,35,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,36,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",36,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,36,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),36,1,(13),(14),
,,1218,"SERDANG
BEDAGAI",1,-,-,55,3,-,8,-,36,1,1,-,
,,1219,BATU BARA,1,-,-,-,1,17,-,-,36,1,-,-,
,,1220,"PADANG
LAWAS
UTARA",1,-,-,-,35,-,32,-,36,1,-,-,
,,1222,"LABUHAN
BATU
SELATAN",1,-,-,-,-,2,10,-,36,1,-,-,
,,1275,KOTA MEDAN,2,-,-,28,-,3,5,-,36,1,1,-,
,,1276,KOTA BINJAI,1,-,-,-,-,-,3,-,36,1,-,-,
13,"SUMA-
TERA
BARAT",1303,SOLOK,2,-,-,-,-,-,3,-,36,1,-,-,
,,1304,SIJUNJUNG,2,-,-,-,3,-,-,-,36,1,-,-,
,,1305,"TANAH
DATAR",6,-,7,17,2,3,2,-,36,1,-,-,
,,1306,"PADANG
PARIAMAN",18,-,2,30,7,10,19,1,36,1,-,-,
,,1307,AGAM,3,-,3,10,-,1,3,-,36,1,-,-,
,,1308,"LIMA PULUH
KOTA",3,-,-,-,2,11,14,-,36,1,-,-,
,,1309,PASAMAN,1,-,-,3,-,-,1,-,36,1,-,-,
,,1310,"SOLOK
SELATAN",4,-,-,912,13,29,154,1,36,1,1,-,
,,1371,"KOTA
PADANG",6,-,-,5,3,7,8,-,36,1,-,-,
,,1373,"KOTA
SAWAHL-
UNTO",2,-,-,-,1,1,2,-,36,1,-,-,
14,RIAU,1401,"KUANTAN
SINGINGI",1,-,-,100,5,-,15,3,36,1,-,-,
,,1409,ROKAN HILIR,1,-,7,1,14,53,2,-,36,1,-,-,
15,JAMBI,1502,MERANGIN,1,-,-,-,-,-,29,-,36,1,-,2,
,,1506,"TANJUNG
JABUNG
TIMUR",1,-,-,-,-,-,-,-,36,1,-,-,
,,1572,"KOTA SUNGAI
PENUH",2,-,-,120,10,-,40,-,36,1,1,-,
16,"SUMA-
TERA
SELATAN",1603,MUARA ENIM,1,1,-,4,-,1,-,-,36,1,-,-,
,,1605,MUSI RAWAS,2,-,-,140,6,-,48,-,36,1,-,-,
,,1606,"MUSI BANYU
ASIN",1,-,-,85,4,2,11,2,36,1,3,-,
,,1607,BANYUASIN,2,-,3,-,64,-,50,-,36,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,37,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",37,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,37,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),37,1,(13),(14),
,,1609,"OGAN
KOMERING
ULU TIMUR",1,-,-,-,-,-,9,-,37,1,-,-,
,,1610,OGAN ILIR,4,-,-,8,4,-,-,-,37,1,-,-,
,,1612,"PENUKAL
ABAB LEMA-
TANG ILIR",2,-,-,16,3,1,3,-,37,1,-,-,
,,1613,"MUSI RAWAS
UTARA",2,-,-,1.830,68,18,175,-,37,1,-,-,
,,1671,"KOTA
PALEMBANG",1,-,-,-,-,-,-,-,37,1,-,2,
17,"BENG-
KULU",1702,"REJANG
LEBONG",1,1,3,-,-,-,-,-,37,1,-,-,
,,1708,KEPAHIANG,1,-,-,-,-,1,4,-,37,1,-,-,
18,LAMPUNG,1801,"LAMPUNG
BARAT",2,-,-,20,5,-,26,-,37,1,-,-,
,,1802,TANGGAMUS,1,-,-,-,3,-,8,1,37,1,-,-,
,,1804,"LAMPUNG
TIMUR",1,-,-,-,2,-,18,-,37,1,-,-,
,,1805,"LAMPUNG
TENGAH",1,-,-,-,4,-,98,-,37,1,-,-,
,,1808,"TULANG
BAWANG",2,-,-,-,16,46,71,-,37,1,-,-,
19,"KEPU-
LAUAN
BANGKA
BELITUNG",1902,BELITUNG,1,-,-,20,1,-,4,-,37,1,-,-,
,,1903,"BANGKA
BARAT",1,-,-,-,-,-,17,2,37,1,-,-,
,,1904,"BANGKA
TENGAH",2,-,-,-,1,-,11,-,37,1,-,-,
,,1971,"KOTA PANG-
KALPINANG",2,-,-,21,-,2,4,-,37,1,-,-,
21,"KEPU-
LAUAN
RIAU",2101,KARIMUN,1,-,-,-,-,-,-,-,37,1,-,-,
,,2102,BINTAN,2,-,-,-,-,-,6,-,37,1,-,-,
,,2103,NATUNA,2,-,-,35,1,5,3,-,37,1,-,-,
,,2104,LINGGA,1,-,1,-,-,-,-,-,37,1,-,-,
,,2171,KOTA BATAM,1,-,-,-,1,6,-,-,37,1,-,-,
31,"DKI
JAKARTA",3171,"KOTA JAKAR-
TA SELATAN",1,-,1,-,-,-,-,-,37,1,1,-,
,,3172,"KOTA JAKAR-
TA TIMUR",1,1,-,-,-,-,-,-,37,1,-,-,
,,3175,"KOTA JAKAR-
TA UTARA",1,-,-,68,-,-,-,-,37,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,38,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",38,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,38,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),38,1,(13),(14),
32,"JAWA
BARAT",3201,BOGOR,64,-,8,3.072,62,131,624,6,38,1,5,2,
,,3202,SUKABUMI,24,-,2,718,99,284,319,3,38,1,3,-,
,,3203,CIANJUR,1,-,-,-,-,1,13,-,38,1,-,-,
,,3204,BANDUNG,9,-,16,11.689,144,498,4.103,3,38,1,2,2,
,,3205,GARUT,12,-,-,20,2,62,52,-,38,1,-,1,
,,3206,"TASIKMA-
LAYA",4,-,-,3,1,1,7,-,38,1,-,-,
,,3207,CIAMIS,11,-,1,175,3,20,168,-,38,1,-,-,
,,3208,KUNINGAN,7,-,1,6,1,2,37,1,38,1,1,-,
,,3209,CIREBON,10,-,-,6,2,3,22,-,38,1,-,-,
,,3210,MAJALENGKA,10,-,1,307,5,15,101,2,38,1,2,-,
,,3211,SUMEDANG,5,-,-,135,5,1,41,-,38,1,-,-,
,,3212,INDRAMAYU,3,-,1,148,4,-,53,-,38,1,-,-,
,,3214,"PURWAKAR-
TA",3,-,-,80,7,-,11,-,38,1,-,-,
,,3215,KARAWANG,6,1,1,155,7,12,1.394,-,38,1,-,-,
,,3216,BEKASI,2,-,-,-,22,26,147,-,38,1,-,-,
,,3217,"BANDUNG
BARAT",12,1,-,150,12,12,21,1,38,1,-,-,
,,3218,"PAN-
GANDARAN",16,-,-,58,5,7,9,-,38,1,-,-,
,,3271,KOTA BOGOR,22,-,-,175,7,6,73,2,38,1,1,-,
,,3273,"KOTA BAND-
UNG",2,-,-,1,2,14,34,-,38,1,-,-,
,,3275,KOTA BEKASI,1,-,2,-,-,24,36,-,38,1,-,-,
,,3276,KOTA DEPOK,1,1,5,-,-,-,-,-,38,1,-,-,
,,3277,KOTA CIMAHI,2,-,-,20,3,-,4,-,38,1,-,-,
,,3278,"KOTA TASIK-
MALAYA",25,-,5,137,7,12,46,1,38,1,-,-,
33,"JAWA
TENGAH",3301,CILACAP,36,-,-,114,48,119,257,-,38,1,-,-,
,,3302,BANYUMAS,21,-,4,107,6,15,56,-,38,1,-,-,
,,3303,"PURBAL-
INGGA",7,1,1,20,3,34,31,-,38,1,-,-,
,,3304,"BANJARNE-
GARA",5,1,1,5,401,659,386,23,38,1,1,-,
,,3305,KEBUMEN,5,-,2,9,1,2,18,-,38,1,-,-,
,,3306,PURWOREJO,14,-,3,1.702,7,16,37,-,38,1,1,-,
,,3307,WONOSOBO,6,-,1,163,2,7,1.026,3,38,1,1,-,
,,3308,MAGELANG,32,-,1,3.810,17,87,1.742,4,38,1,1,1,
,,3309,BOYOLALI,21,-,3,338,16,22,447,2,38,1,2,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,39,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",39,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,39,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),39,1,(13),(14),
,,3310,KLATEN,17,1,10,-,14,32,349,4,39,1,3,-,
,,3311,SUKOHARJO,7,-,2,-,3,17,239,1,39,1,-,-,
,,3312,WONOGIRI,23,-,1,76,4,20,218,1,39,1,1,-,
,,3313,"KARANGA-
NYAR",7,-,-,145,-,6,100,-,39,1,-,-,
,,3314,SRAGEN,22,-,24,116,5,11,568,4,39,1,1,-,
,,3315,GROBOGAN,11,-,2,-,6,-,600,1,39,1,-,1,
,,3316,BLORA,11,-,-,6,17,22,53,-,39,1,-,-,
,,3317,REMBANG,1,-,2,-,5,2,124,-,39,1,-,-,
,,3318,PATI,14,-,2,16,12,-,168,1,39,1,-,-,
,,3319,KUDUS,8,-,3,86,-,1,244,2,39,1,1,-,
,,3320,JEPARA,29,-,21,39,21,14,70,1,39,1,1,-,
,,3321,DEMAK,6,1,1,-,15,-,189,1,39,1,-,-,
,,3322,SEMARANG,9,-,3,-,4,5,8,-,39,1,1,-,
,,3323,"TEMANGGU-
NG",20,-,4,94,1,16,130,-,39,1,-,-,
,,3324,KENDAL,21,-,1,1.093,44,32,140,1,39,1,1,-,
,,3326,PEKALONGAN,6,-,-,9,2,2,23,-,39,1,-,-,
,,3327,PEMALANG,5,-,-,44,21,19,37,2,39,1,1,-,
,,3328,TEGAL,10,-,2,2,40,257,427,7,39,1,13,1,
,,3329,BREBES,12,-,-,-,14,79,143,3,39,1,-,-,
,,3372,"KOTA
SURAKARTA",2,-,-,-,-,1,1,-,39,1,1,-,
,,3374,"KOTA SEMA-
RANG",32,-,7,163,7,16,84,1,39,1,1,-,
,,3376,KOTA TEGAL,1,-,-,-,-,-,1,-,39,1,-,-,
34,"DI YOGY-
AKARTA",3401,"KULONPRO-
GO",2,-,-,402,-,2,3,-,39,1,-,-,
,,3402,BANTUL,4,-,-,26,-,-,31,-,39,1,-,-,
,,3403,"GUNUNG-
KIDUL",2,-,2,-,-,-,13,-,39,1,-,-,
,,3404,SLEMAN,6,-,16,26,-,7,180,6,39,1,4,-,
,,3471,"KOTA YOGY-
AKARTA",2,-,8,-,-,-,2,-,39,1,-,-,
35,"JAWA
TIMUR",3501,PACITAN,2,-,1,-,-,-,31,-,39,1,-,1,
,,3502,PONOROGO,12,1,-,350,3,7,97,-,39,1,-,-,
,,3503,TRENGGALEK,9,-,-,-,-,5,50,-,39,1,-,-,
,,3504,"TULUNGA-
GUNG",7,-,-,390,-,-,435,1,39,1,1,-,
,,3505,BLITAR,7,-,-,86,3,-,18,-,39,1,-,-,
,,3506,KEDIRI,8,-,1,-,13,2,171,-,39,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,40,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",40,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,40,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),40,1,(13),(14),
,,3507,MALANG,14,1,5,685,5,33,174,-,40,1,1,2,
,,3508,LUMAJANG,7,-,-,3,2,7,23,1,40,1,1,-,
,,3509,JEMBER,28,1,6,88,21,35,303,5,40,1,8,1,
,,3510,"BANYU-
WANGI",6,-,-,265,3,5,50,-,40,1,-,-,
,,3511,BONDOWOSO,4,-,1,10,76,164,319,-,40,1,-,-,
,,3512,SITUBONDO,12,-,2,35,13,4,137,-,40,1,-,-,
,,3513,"PROBOL-
INGGO",10,2,2,225,9,13,193,3,40,1,-,-,
,,3514,PASURUAN,2,-,-,-,-,-,1,-,40,1,-,-,
,,3515,SIDOARJO,16,-,-,12,-,32,697,1,40,1,-,-,
,,3516,MOJOKERTO,11,-,2,51,17,13,71,-,40,1,4,-,
,,3517,JOMBANG,11,-,5,20,6,2,152,3,40,1,13,-,
,,3518,NGANJUK,15,-,3,230,13,26,221,1,40,1,1,1,
,,3519,MADIUN,8,-,1,-,5,8,146,-,40,1,-,-,
,,3520,MAGETAN,5,-,2,129,3,24,127,3,40,1,-,1,
,,3521,NGAWI,6,-,-,1,4,1,12,1,40,1,-,-,
,,3522,BOJONEGORO,13,-,3,355,96,1.728,1.423,-,40,1,1,1,
,,3523,TUBAN,8,2,1,81,20,5,42,2,40,1,1,-,
,,3524,LAMONGAN,8,-,-,41,41,4,59,4,40,1,-,1,
,,3525,GRESIK,6,-,-,-,11,24,80,4,40,1,1,-,
,,3526,BANGKALAN,2,1,-,-,3,-,22,-,40,1,-,-,
,,3527,SAMPANG,1,-,-,40,-,-,5,-,40,1,-,-,
,,3528,PAMEKASAN,6,-,-,13,1,-,29,-,40,1,3,-,
,,3529,SUMENEP,5,-,1,-,31,18,46,-,40,1,-,-,
,,3571,KOTA KEDIRI,2,1,2,-,-,-,4,1,40,1,-,-,
,,3573,"KOTA
MALANG",7,-,1,-,-,3,12,2,40,1,-,-,
,,3577,"KOTA
MADIUN",2,-,-,-,-,-,1,-,40,1,-,-,
,,3578,"KOTA SURA-
BAYA",1,-,-,-,-,-,-,1,40,1,-,-,
,,3579,KOTA BATU,6,1,-,6.604,9,106,480,4,40,1,3,-,
36,BANTEN,3601,PANDEGLANG,2,-,-,116,12,-,27,-,40,1,-,-,
,,3602,LEBAK,1,-,-,-,25,-,24,-,40,1,-,-,
,,3603,TANGERANG,3,-,6,200,7,9,281,-,40,1,3,-,
,,3604,SERANG,15,-,1,25,8,4,26,1,40,1,-,-,
,,3673,KOTA SERANG,1,-,-,-,-,-,-,-,40,1,1,1,
51,BALI,5101,JEMBRANA,3,-,-,-,-,-,15,-,40,1,-,-,
,,5103,BADUNG,7,-,-,-,1,-,29,1,40,1,11,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,41,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",41,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,Jiwa,,,Unit,,,,41,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),41,1,(13),(14),
,,5104,GIANYAR,2,-,-,-,-,-,2,-,41,1,-,-,
,,5105,KLUNGKUNG,2,-,-,-,6,-,11,-,41,1,2,-,
,,5106,BANGLI,1,-,1,-,-,-,-,-,41,1,-,-,
,,5107,"KARANGAS-
EM",3,-,-,-,-,-,9,-,41,1,-,-,
,,5108,BULELENG,2,-,-,-,1,1,4,-,41,1,-,-,
52,"NUSA
TENGGA-
RA BARAT",5201,"LOMBOK
BARAT",1,-,-,262,-,-,-,-,41,1,-,-,
,,5202,"LOMBOK
TENGAH",3,-,2,-,-,18,42,-,41,1,-,-,
,,5203,"LOMBOK
TIMUR",2,-,-,16,6,-,10,1,41,1,1,-,
,,5204,SUMBAWA,3,-,1,230,10,-,54,4,41,1,1,-,
,,5205,DOMPU,1,-,3,1.100,70,75,75,-,41,1,-,-,
,,5206,BIMA,1,-,-,-,10,-,-,-,41,1,-,-,
,,5207,"SUMBAWA
BARAT",5,-,-,-,9,25,53,1,41,1,-,-,
,,5208,"LOMBOK
UTARA",2,-,-,-,4,-,4,2,41,1,-,-,
,,5271,"KOTA MATA-
RAM",2,-,13,127,-,-,2,-,41,1,-,-,
