0,1,2,3,4,5,6,7,8,9,10,11,page,table_number,12,13,14
17,BENGKULU,1701,"BENGKULU
SELATAN",1,-,-,575,8,19,88,-,42,2,3,-,
32,JAWA BARAT,3201,BOGOR,3,-,-,198,-,15,42,-,42,2,-,-,
,,3202,SUKABUMI,2,-,-,58,2,13,13,1,42,2,1,-,
,,3203,CIANJUR,1,-,-,10,-,-,4,1,42,2,1,-,
,,3204,BANDUNG,2,1,141,57.019,894,1.728,3.635,-,42,2,2,2,
,,3205,GARUT,3,-,11,8.381,25,239,1.023,70,42,2,43,4,
,,3206,TASIKMALAYA,1,-,1,59,-,8,16,-,42,2,1,1,
,,3207,CIAMIS,1,-,4,499,1,17,129,1,42,2,-,-,
,,3208,KUNINGAN,1,-,-,113,-,1,34,3,42,2,1,-,
,,3210,MAJALENGKA,1,-,-,37,-,1,14,-,42,2,-,-,
,,3211,SUMEDANG,1,-,-,6,2,-,1,-,42,2,-,1,
,,3213,SUBANG,1,-,-,14,-,1,-,-,42,2,-,-,
,,3214,PURWAKARTA,2,-,-,17,1,3,1,-,42,2,-,-,
,,3217,BANDUNG BARAT,2,-,-,80,8,9,5,-,42,2,-,-,
,,3218,PANGANDARAN,1,-,-,5,1,-,4,-,42,2,1,1,
,,3272,KOTA SUKABUMI,1,-,-,-,-,1,1,-,42,2,-,-,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,43,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",43,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,43,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),43,1,(13),(14),
,,3273,KOTA BANDUNG,1,-,-,-,-,-,-,-,43,1,-,-,
,,3277,KOTA CIMAHI,2,-,-,13,-,2,2,1,43,1,-,-,
,,3278,"KOTA
TASIKMALAYA",1,-,-,100,2,2,22,-,43,1,1,-,
,,3279,KOTA BANJAR,1,-,-,10,1,2,4,1,43,1,-,-,
33,JAWA TENGAH,3309,BOYOLALI,1,-,-,10,-,-,2,-,43,1,-,-,
,,3313,KARANGANYAR,1,-,-,5,-,-,1,-,43,1,-,-,
,,3317,REMBANG,1,-,-,69,-,-,-,-,43,1,-,1,
,,3325,BATANG,1,-,14,1.190,13,30,230,15,43,1,5,-,
,,3375,"KOTA
PEKALONGAN",1,-,-,7,-,-,2,-,43,1,-,-,
34,"DAERAH
ISTIMEWA
YOGYAKARTA",3401,KULON PROGO,1,-,-,15,-,-,3,-,43,1,-,-,
,,3402,BANTUL,1,-,,-,1,-,17,1,43,1,-,-,
,,3403,GUNUNGKIDUL,1,-,-,200,-,-,56,-,43,1,-,-,
,,3404,SLEMAN,1,-,-,-,-,-,-,-,43,1,-,-,
35,JAWA TIMUR,3508,LUMAJANG,1,-,-,30,-,-,6,-,43,1,-,-,
,,3515,SIDOARJO,1,-,-,-,-,-,2,-,43,1,-,-,
,,3522,BOJONEGORO,1,-,-,-,-,-,-,-,43,1,-,-,
,,3523,TUBAN,1,-,-,55,1,2,9,3,43,1,-,-,
,,3524,LAMONGAN,1,-,-,-,-,1,6,-,43,1,1,1,
,,3525,GRESIK,1,-,7,46.514,942,1.615,3.921,101,43,1,198,2,
,,3528,PAMEKASAN,1,-,-,5,-,-,1,-,43,1,-,-,
,,3578,KOTA SURABAYA,1,-,1,10,-,-,2,-,43,1,-,2,
36,BANTEN,3602,LEBAK,1,-,-,40,-,2,2,2,43,1,-,-,
51,BALI,5103,BADUNG,1,-,-,-,11,13,-,-,43,1,4,-,
,,5104,GIANYAR,1,-,-,-,-,-,-,4,43,1,2,-,
,,5105,KLUNGKUNG,1,-,-,-,-,1,-,-,43,1,-,-,
52,"NUSA TENGGARA
BARAT",5204,SUMBAWA,1,-,-,32,-,-,8,-,43,1,-,-,
72,"SULAWESI
TENGAH",7205,BUOL,1,-,-,85,-,3,14,-,43,1,1,2,
,,7206,MOROWALI,1,-,2,15,1,3,-,1,43,1,1,-,
82,MALUKU UTARA,8207,PULAU MOROTAI,1,-,-,1.044,2,64,-,-,43,1,1,-,
Kode Wilayah,Nama Provinsi,Jumlah Kejadian,Korban,,,,,,,,,44,1,,,
,,,"Mengungsi &
Terdampak",,,,,,,,,44,1,,,
(1),(2),(3),(4),,,,,,,,,44,1,,,
11,ACEH,1,19407,,,,,,,,,44,1,,,
12,SUMATERA UTARA,2,2455,,,,,,,,,44,1,,,
13,SUMATERA BARAT,1,1292,,,,,,,,,44,1,,,
18,LAMPUNG,1,378,,,,,,,,,44,1,,,
32,JAWA BARAT,25,167546,,,,,,,,,44,1,,,
33,JAWA TENGAH,22,640840,,,,,,,,,44,1,,,
34,"DAERAH ISTIMEWA
YOGYAKARTA",3,55487,,,,,,,,,44,1,,,
35,JAWA TIMUR,11,41070,,,,,,,,,44,1,,,
36,BANTEN,2,3660,,,,,,,,,44,1,,,
52,"NUSA TENGGARA
BARAT",9,518602,,,,,,,,,44,1,,,
53,"NUSA TENGGARA
TIMUR",1,575,,,,,,,,,44,1,,,
73,SULAWESI SELATAN,10,27280,,,,,,,,,44,1,,,
75,GORONTALO,1,1739,,,,,,,,,44,1,,,
"Kode Wilayah
Provinsi",Nama Provinsi,"Kode Wilayah Kabupaten
/ Kota","Nama Kabupaten
/ Kota",Jumlah Kejadian,Korban,,,,,,,44,2,,,
,,,,,"Mengungsi &
Terdampak",,,,,,,44,2,,,
(1),(2),(3),(4),(5),(6),,,,,,,44,2,,,
11,ACEH,1106,ACEH BESAR,1,19.407,,,,,,,44,2,,,
12,SUMATERA UTARA,1278,"KOTA
GUNUNGSITOLI",2,2.455,,,,,,,44,2,,,
13,SUMATERA BARAT,1371,KOTA PADANG,1,1.292,,,,,,,44,2,,,
18,LAMPUNG,1871,"KOTA BANDAR
LAMPUNG",1,378,,,,,,,44,2,,,
32,JAWA BARAT,3201,BOGOR,5,65.743,,,,,,,44,2,,,
,,3202,SUKABUMI,1,536,,,,,,,44,2,,,
,,3203,CIANJUR,1,11.741,,,,,,,44,2,,,
,,3204,BANDUNG,1,775,,,,,,,44,2,,,
,,3205,GARUT,1,400,,,,,,,44,2,,,
,,3208,KUNINGAN,1,890,,,,,,,44,2,,,
,,3209,CIREBON,2,22.164,,,,,,,44,2,,,
,,3210,MAJALENGKA,1,970,,,,,,,44,2,,,
,,3212,INDRAMAYU,1,979,,,,,,,44,2,,,
,,3213,SUBANG,1,2.400,,,,,,,44,2,,,
,,3214,PURWAKARTA,1,828,,,,,,,44,2,,,
,,3215,KARAWANG,2,1.597,,,,,,,44,2,,,
"Kode Wilayah
Provinsi",Nama Provinsi,"Kode Wilayah Kabupaten
/ Kota","Nama Kabupaten
/ Kota",Jumlah Kejadian,Korban,,,,,,,45,1,,,
,,,,,"Mengungsi &
Terdampak",,,,,,,45,1,,,
(1),(2),(3),(4),(5),(6),,,,,,,45,1,,,
,,3216,BEKASI,2,48.591,,,,,,,45,1,,,
,,3217,BANDUNG BARAT,1,1.605,,,,,,,45,1,,,
,,3218,PANGANDARAN,1,914,,,,,,,45,1,,,
,,3271,KOTA BOGOR,1,500,,,,,,,45,1,,,
,,3274,KOTA CIREBON,1,4.452,,,,,,,45,1,,,
,,3279,KOTA BANJAR,1,2.461,,,,,,,45,1,,,
33,JAWA TENGAH,3301,CILACAP,2,89.495,,,,,,,45,1,,,
,,3302,BANYUMAS,2,227.212,,,,,,,45,1,,,
,,3305,KEBUMEN,2,19.431,,,,,,,45,1,,,
,,3306,PURWOREJO,2,3.580,,,,,,,45,1,,,
,,3309,BOYOLALI,1,10.791,,,,,,,45,1,,,
,,3310,KLATEN,2,98.976,,,,,,,45,1,,,
,,3314,SRAGEN,2,32.637,,,,,,,45,1,,,
,,3315,GROBOGAN,1,4.553,,,,,,,45,1,,,
,,3318,PATI,2,120.643,,,,,,,45,1,,,
,,3320,JEPARA,1,8.210,,,,,,,45,1,,,
,,3321,DEMAK,1,1.714,,,,,,,45,1,,,
,,3322,SEMARANG,1,1.026,,,,,,,45,1,,,
,,3323,TEMANGGUNG,1,3.052,,,,,,,45,1,,,
,,3328,TEGAL,1,12.390,,,,,,,45,1,,,
,,3376,KOTA TEGAL,1,7.130,,,,,,,45,1,,,
34,"DAERAH ISTIMEWA
YOGYAKARTA",3401,KULON PROGO,2,1.618,,,,,,,45,1,,,
,,3403,GUNUNGKIDUL,1,53.869,,,,,,,45,1,,,
35,JAWA TIMUR,3503,TRENGGALEK,3,14.509,,,,,,,45,1,,,
,,3505,BLITAR,1,10.806,,,,,,,45,1,,,
,,3509,JEMBER,1,4.900,,,,,,,45,1,,,
,,3516,MOJOKERTO,1,7.589,,,,,,,45,1,,,
,,3518,NGANJUK,1,514,,,,,,,45,1,,,
,,3520,MAGETAN,2,912,,,,,,,45,1,,,
,,3521,NGAWI,1,192,,,,,,,45,1,,,
,,3522,BOJONEGORO,1,1.648,,,,,,,45,1,,,
36,BANTEN,3673,KOTA SERANG,1,1.860,,,,,,,45,1,,,
,,3674,"KOTA TANGERANG
SELATAN",1,1.800,,,,,,,45,1,,,
52,"NUSA TENGGARA
BARAT",5201,LOMBOK BARAT,1,16.012,,,,,,,45,1,,,
,,5202,LOMBOK TENGAH,1,274.622,,,,,,,45,1,,,
,,5203,LOMBOK TIMUR,1,84.914,,,,,,,45,1,,,
,,5204,SUMBAWA,1,58.034,,,,,,,45,1,,,
,,5205,DOMPU,1,11.290,,,,,,,45,1,,,
"Kode Wilayah
Provinsi",Nama Provinsi,"Kode Wilayah Kabupaten
/ Kota","Nama Kabupaten
/ Kota",Jumlah Kejadian,Korban,,,,,,,46,1,,,
,,,,,"Mengungsi &
Terdampak",,,,,,,46,1,,,
(1),(2),(3),(4),(5),(6),,,,,,,46,1,,,
,,5206,BIMA,1,23.716,,,,,,,46,1,,,
,,5207,SUMBAWA BARAT,1,17.098,,,,,,,46,1,,,
,,5208,LOMBOK UTARA,1,17.053,,,,,,,46,1,,,
,,5272,KOTA BIMA,1,15.863,,,,,,,46,1,,,
53,"NUSA TENGGARA
TIMUR",5314,ROTE NDAO,1,575,,,,,,,46,1,,,
73,SULAWESI SELATAN,7301,"KEPULAUAN
SELAYAR",2,1.966,,,,,,,46,1,,,
,,7304,JENEPONTO,5,5.565,,,,,,,46,1,,,
,,7305,TAKALAR,2,445,,,,,,,46,1,,,
,,7309,MAROS,1,19.304,,,,,,,46,1,,,
75,GORONTALO,7501,GORONTALO,1,1.739,,,,,,,46,1,,,
Kode Wilayah,Nama Provinsi,Jumlah Kejadian,Korban,Lahan Terbakar (Ha),,,,,,,,48,1,,,
,,,"Mengungsi &
Terdampak a",,,,,,,,,48,1,,,
(1),(2),(3),(4),(5),,,,,,,,48,1,,,
11,ACEH,35,0,"221,795",,,,,,,,48,1,,,
12,SUMATERA UTARA,170,4,"1371,18",,,,,,,,48,1,,,
13,SUMATERA BARAT,7,0,13,,,,,,,,48,1,,,
14,RIAU,10,0,"1309,75",,,,,,,,48,1,,,
15,JAMBI,79,0,"174,11",,,,,,,,48,1,,,
16,SUMATERA SELATAN,192,0,"1516,87",,,,,,,,48,1,,,
17,BENGKULU,1,0,18,,,,,,,,48,1,,,
18,LAMPUNG,7,0,747,,,,,,,,48,1,,,
19,"KEPULAUAN BANGKA
BELITUNG",19,251,"64,61",,,,,,,,48,1,,,
21,KEPULAUAN RIAU,58,0,"950,69",,,,,,,,48,1,,,
32,JAWA BARAT,16,0,"60,29",,,,,,,,48,1,,,
33,JAWA TENGAH,38,472,"216,2",,,,,,,,48,1,,,
34,"DAERAH ISTIMEWA
YOGYAKARTA",15,0,"22,5",,,,,,,,48,1,,,
35,JAWA TIMUR,145,0,138,,,,,,,,48,1,,,
36,BANTEN,4,0,19,,,,,,,,48,1,,,
51,BALI,11,0,292,,,,,,,,48,1,,,
52,NUSA TENGGARA BARAT,3,0,,,,,,,,,48,1,,,
53,NUSA TENGGARA TIMUR,14,111,83,,,,,,,,48,1,,,
61,KALIMANTAN BARAT,10,0,174,,,,,,,,48,1,,,
62,KALIMANTAN TENGAH,17,0,665,,,,,,,,48,1,,,
63,KALIMANTAN SELATAN,6,0,24,,,,,,,,48,1,,,
64,KALIMANTAN TIMUR,107,0,1.562,,,,,,,,48,1,,,
65,KALIMANTAN UTARA,3,0,132,,,,,,,,48,1,,,
72,SULAWESI TENGAH,2,0,2,,,,,,,,48,1,,,
73,SULAWESI SELATAN,3,0,40,,,,,,,,48,1,,,
81,MALUKU,1,0,2,,,,,,,,48,1,,,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,Jumlah Kejadian,,,,,,49,1,,,
,,,,,"Mengungsi &
Terdampak",,,,,,,49,1,,,
(1),(2),(3),(4),(5),(6),(7),,,,,,49,1,,,
11,ACEH,1101,ACEH SELATAN,4,-,"31,7",,,,,,49,1,,,
,,1102,ACEH TENGGARA,3,-,14,,,,,,49,1,,,
,,1105,ACEH BARAT,3,-,"69,595",,,,,,49,1,,,
,,1106,ACEH BESAR,10,-,"33,2",,,,,,49,1,,,
,,1113,GAYO LUES,1,-,8,,,,,,49,1,,,
,,1114,ACEH JAYA,4,-,"10,1",,,,,,49,1,,,
,,1115,NAGAN RAYA,2,-,"13,2",,,,,,49,1,,,
,,1117,BENER MERIAH,8,-,42,,,,,,49,1,,,
12,"SUMATERA
UTARA",1201,TAPANULI TENGAH,2,-,"4,5",,,,,,49,1,,,
,,1203,TAPANULI SELATAN,4,-,"15,5",,,,,,49,1,,,
,,1205,LANGKAT,16,-,"78,5",,,,,,49,1,,,
,,1206,KARO,25,-,"245,58",,,,,,49,1,,,
,,1207,DELI SERDANG,3,-,8,,,,,,49,1,,,
,,1208,SIMALUNGUN,4,4,84,,,,,,49,1,,,
,,1209,ASAHAN,6,-,78,,,,,,49,1,,,
,,1210,LABUHANBATU,20,-,"197,5",,,,,,49,1,,,
,,1211,DAIRI,5,-,65,,,,,,49,1,,,
,,1212,TOBA,8,-,"35,6",,,,,,49,1,,,
,,1213,MANDAILING NATAL,2,-,2,,,,,,49,1,,,
,,1215,PAKPAK BHARAT,1,-,1,,,,,,49,1,,,
,,1217,SAMOSIR,11,-,327,,,,,,49,1,,,
,,1218,SERDANG BEDAGAI,1,-,20,,,,,,49,1,,,
,,1220,"PADANG LAWAS
UTARA",17,-,55,,,,,,49,1,,,
,,1221,PADANG LAWAS,10,-,"25,5",,,,,,49,1,,,
,,1222,"LABUHANBATU
SELATAN",10,-,24,,,,,,49,1,,,
,,1223,"LABUHANBATU
UTARA",19,-,"87,5",,,,,,49,1,,,
,,1272,"KOTA
PEMATANGSIANTAR",1,-,2,,,,,,49,1,,,
,,1275,KOTA BINJAI,1,-,4,,,,,,49,1,,,
,,1277,"KOTA PADANG
SIDEMPUAN",4,-,11,,,,,,49,1,,,
13,"SUMATERA
BARAT",1303,SIJUNJUNG,3,-,6,,,,,,49,1,,,
,,1304,TANAH DATAR,1,-,3,,,,,,49,1,,,
,,1306,AGAM,1,-,1,,,,,,49,1,,,
,,1307,LIMA PULUH KOTA,2,-,3,,,,,,49,1,,,
14,RIAU,1401,KAMPAR,2,-,"58,9",,,,,,49,1,,,
,,1402,INDRAGIRI HULU,1,-,"479,15",,,,,,49,1,,,
,,1403,BENGKALIS,1,-,"56,83",,,,,,49,1,,,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,Jumlah Kejadian,,,,,,50,1,,,
,,,,,"Mengungsi &
Terdampak",,,,,,,50,1,,,
(1),(2),(3),(4),(5),(6),(7),,,,,,50,1,,,
,,1404,INDRAGIRI HILIR,1,-,"200,8",,,,,,50,1,,,
,,1405,PELALAWAN,1,-,"107,73",,,,,,50,1,,,
,,1410,"KEPULAUAN
MERANTI",1,-,"145,04",,,,,,50,1,,,
,,1472,KOTA DUMAI,3,-,"261,3",,,,,,50,1,,,
15,JAMBI,1502,MERANGIN,8,-,"20,51",,,,,,50,1,,,
,,1503,SAROLANGUN,1,-,"89,6",,,,,,50,1,,,
,,1504,BATANGHARI,19,-,,,,,,,50,1,,,
,,1505,MUARO JAMBI,18,-,10,,,,,,50,1,,,
,,1506,"TANJUNG JABUNG
BARAT",3,-,,,,,,,50,1,,,
,,1507,"TANJUNG JABUNG
TIMUR",5,-,54,,,,,,50,1,,,
,,1508,BUNGO,24,-,,,,,,,50,1,,,
,,1572,KOTA SUNGAI PENUH,1,-,,,,,,,50,1,,,
16,"SUMATERA
SELATAN",1602,"OGAN KOMERING
ILIR",5,-,"53,5",,,,,,50,1,,,
,,1603,MUARA ENIM,33,-,411,,,,,,50,1,,,
,,1604,LAHAT,5,-,6,,,,,,50,1,,,
,,1605,MUSI RAWAS,4,-,"12,5",,,,,,50,1,,,
,,1606,MUSI BANYUASIN,16,-,"254,6",,,,,,50,1,,,
,,1607,BANYUASIN,31,-,"264,3",,,,,,50,1,,,
,,1608,"OGAN KOMERING
ULU TIMUR",1,-,3,,,,,,50,1,,,
,,1610,OGAN ILIR,57,-,"350,16",,,,,,50,1,,,
,,1611,EMPAT LAWANG,1,-,1,,,,,,50,1,,,
,,1612,"PENUKAL ABAB
LEMATANG ILIR",31,-,116,,,,,,50,1,,,
,,1613,MUSI RAWAS UTARA,4,-,"24,51",,,,,,50,1,,,
,,1672,KOTA PAGAR ALAM,1,-,"1,5",,,,,,50,1,,,
,,1674,KOTA PRABUMULIH,3,-,"18,8",,,,,,50,1,,,
17,BENGKULU,1706,MUKO MUKO,1,-,18,,,,,,50,1,,,
18,LAMPUNG,1805,TULANG BAWANG,1,-,20,,,,,,50,1,,,
,,1807,LAMPUNG TIMUR,2,-,503,,,,,,50,1,,,
,,1811,MESUJI,4,-,224,,,,,,50,1,,,
19,"KEPULAUAN
BANGKA
BELITUNG",1902,BELITUNG,1,-,2,,,,,,50,1,,,
,,1906,BELITUNG TIMUR,18,251,"62,61",,,,,,50,1,,,
21,"KEPULAUAN
RIAU",2101,BINTAN,32,-,"173,65",,,,,,50,1,,,
,,2102,KARIMUN,12,-,"60,2",,,,,,50,1,,,
,,2103,NATUNA,9,-,"711,34",,,,,,50,1,,,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,Jumlah Kejadian,,,,,,51,1,,,
,,,,,"Mengungsi &
Terdampak",,,,,,,51,1,,,
(1),(2),(3),(4),(5),(6),(7),,,,,,51,1,,,
,,2104,LINGGA,2,-,2,,,,,,51,1,,,
,,2105,"KEPULAUAN
ANAMBAS",2,-,"2,5",,,,,,51,1,,,
,,2172,"KOTA TANJUNG
PINANG",1,-,1,,,,,,51,1,,,
32,JAWA BARAT,3204,BANDUNG,4,-,"8,7",,,,,,51,1,,,
,,3205,GARUT,1,-,2,,,,,,51,1,,,
,,3208,KUNINGAN,1,-,2,,,,,,51,1,,,
,,3209,CIREBON,3,-,9,,,,,,51,1,,,
,,3210,MAJALENGKA,2,-,"14,09",,,,,,51,1,,,
,,3213,SUBANG,4,-,23,,,,,,51,1,,,
,,3274,KOTA CIREBON,1,-,"1,5",,,,,,51,1,,,
33,JAWA TENGAH,3301,CILACAP,3,-,8,,,,,,51,1,,,
,,3302,BANYUMAS,4,-,32,,,,,,51,1,,,
,,3305,KEBUMEN,2,-,30,,,,,,51,1,,,
,,3306,PURWOREJO,1,-,6,,,,,,51,1,,,
,,3307,WONOSOBO,1,-,"1,3",,,,,,51,1,,,
,,3310,KLATEN,8,-,"19,4",,,,,,51,1,,,
,,3311,SUKOHARJO,3,-,32,,,,,,51,1,,,
,,3313,KARANGANYAR,1,-,"2,5",,,,,,51,1,,,
,,3314,SRAGEN,3,-,"5,5",,,,,,51,1,,,
,,3317,REMBANG,1,-,"3,5",,,,,,51,1,,,
,,3318,PATI,1,-,5,,,,,,51,1,,,
,,3319,KUDUS,1,-,10,,,,,,51,1,,,
,,3321,DEMAK,1,-,"3,5",,,,,,51,1,,,
,,3322,SEMARANG,4,-,"52,5",,,,,,51,1,,,
,,3324,KENDAL,2,-,3,,,,,,51,1,,,
,,3376,KOTA TEGAL,2,472,2,,,,,,51,1,,,
34,"DAERAH
ISTIMEWA
YOGYAKARTA",3401,KULON PROGO,14,-,"21,5",,,,,,51,1,,,
,,3404,SLEMAN,1,-,1,,,,,,51,1,,,
35,JAWA TIMUR,3501,PACITAN,2,-,7,,,,,,51,1,,,
,,3502,PONOROGO,19,-,6,,,,,,51,1,,,
,,3503,TRENGGALEK,14,-,12,,,,,,51,1,,,
,,3504,TULUNGAGUNG,1,-,,,,,,,51,1,,,
,,3505,BLITAR,4,-,4,,,,,,51,1,,,
,,3506,KEDIRI,1,-,,,,,,,51,1,,,
,,3507,MALANG,6,-,2,,,,,,51,1,,,
,,3508,LUMAJANG,1,-,,,,,,,51,1,,,
,,3509,JEMBER,3,-,,,,,,,51,1,,,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,Jumlah Kejadian,,,,,,52,1,,,
,,,,,"Mengungsi &
Terdampak",,,,,,,52,1,,,
(1),(2),(3),(4),(5),(6),(7),,,,,,52,1,,,
,,3510,BANYUWANGI,9,-,10,,,,,,52,1,,,
,,3511,BONDOWOSO,15,-,2,,,,,,52,1,,,
,,3512,SITUBONDO,12,-,8,,,,,,52,1,,,
,,3513,PROBOLINGGO,10,-,,,,,,,52,1,,,
,,3514,PASURUAN,12,-,"37,8",,,,,,52,1,,,
,,3515,SIDOARJO,1,-,2,,,,,,52,1,,,
,,3516,MOJOKERTO,9,-,"4,6",,,,,,52,1,,,
,,3517,JOMBANG,7,-,16,,,,,,52,1,,,
,,3518,NGANJUK,1,-,2,,,,,,52,1,,,
,,3519,MADIUN,2,-,9,,,,,,52,1,,,
,,3520,MAGETAN,5,-,,,,,,,52,1,,,
,,3521,NGAWI,1,-,,,,,,,52,1,,,
,,3522,BOJONEGORO,2,-,4,,,,,,52,1,,,
,,3528,PAMEKASAN,1,-,1,,,,,,52,1,,,
,,3529,SUMENEP,1,-,3,,,,,,52,1,,,
,,3571,KOTA KEDIRI,2,-,,,,,,,52,1,,,
,,3577,KOTA MADIUN,1,-,1,,,,,,52,1,,,
,,3578,KOTA SURABAYA,2,-,7,,,,,,52,1,,,
,,3579,KOTA BATU,1,-,,,,,,,52,1,,,
36,BANTEN,3601,PANDEGLANG,2,-,16,,,,,,52,1,,,
,,3604,SERANG,1,-,1,,,,,,52,1,,,
,,3672,KOTA CILEGON,1,-,2,,,,,,52,1,,,
51,BALI,5106,BANGLI,1,-,2,,,,,,52,1,,,
,,5107,KARANGASEM,9,-,287,,,,,,52,1,,,
,,5108,BULELENG,1,-,3,,,,,,52,1,,,
52,"NUSA
TENGGARA
BARAT",5206,BIMA,2,-,,,,,,,52,1,,,
,,5208,LOMBOK UTARA,1,-,,,,,,,52,1,,,
53,"NUSA
TENGGARA
TIMUR",5312,SUMBA BARAT,2,111,2,,,,,,52,1,,,
,,5313,LEMBATA,7,-,11,,,,,,52,1,,,
,,5314,ROTE NDAO,2,-,5,,,,,,52,1,,,
,,5315,MANGGARAI BARAT,2,-,"58,5",,,,,,52,1,,,
,,5371,KOTA KUPANG,1,-,"6,96",,,,,,52,1,,,
61,"KALIMANTAN
BARAT",6101,SAMBAS,2,-,30,,,,,,52,1,,,
,,6104,KETAPANG,1,-,"2,5",,,,,,52,1,,,
,,6110,MELAWI,3,-,24,,,,,,52,1,,,
,,6111,KAYONG UTARA,1,-,"37,24",,,,,,52,1,,,
,,6112,KUBU RAYA,3,-,80,,,,,,52,1,,,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,Jumlah Kejadian,,,,,,53,1,,,
,,,,,"Mengungsi &
Terdampak",,,,,,,53,1,,,
(1),(2),(3),(4),(5),(6),(7),,,,,,53,1,,,
62,"KALIMANTAN
TENGAH",6201,"KOTAWARINGIN
BARAT",1,-,"14,58",,,,,,53,1,,,
,,6202,"KOTAWARINGIN
TIMUR",1,-,"20,29",,,,,,53,1,,,
,,6204,BARITO SELATAN,1,-,"84,06",,,,,,53,1,,,
,,6205,BARITO UTARA,2,-,"50,01",,,,,,53,1,,,
,,6206,KATINGAN,1,-,"22,67",,,,,,53,1,,,
,,6207,SERUYAN,1,-,"7,28",,,,,,53,1,,,
,,6208,SUKAMARA,3,-,"348,68",,,,,,53,1,,,
,,6209,LAMANDAU,1,-,"2,57",,,,,,53,1,,,
,,6210,GUNUNG MAS,2,-,"40,12",,,,,,53,1,,,
,,6211,PULANG PISAU,1,-,"25,06",,,,,,53,1,,,
,,6212,MURUNG RAYA,1,-,"7,82",,,,,,53,1,,,
,,6271,"KOTA
PALANGKARAYA",2,-,"41,89",,,,,,53,1,,,
63,"KALIMANTAN
SELATAN",6301,TANAH LAUT,1,-,"3,3097",,,,,,53,1,,,
,,6303,BANJAR,3,-,"4,622",,,,,,53,1,,,
,,6304,BARITO KUALA,1,-,"5,5",,,,,,53,1,,,
,,6372,KOTA BANJARBARU,1,-,"10,086",,,,,,53,1,,,
64,"KALIMANTAN
TIMUR",6401,PASER,3,-,5,,,,,,53,1,,,
,,6402,"KUTAI
KARTANEGARA",30,-,1314,,,,,,53,1,,,
,,6403,BERAU,1,-,2,,,,,,53,1,,,
,,6407,KUTAI BARAT,14,-,"38,254",,,,,,53,1,,,
,,6408,KUTAI TIMUR,13,-,"32,5",,,,,,53,1,,,
,,6409,"PENAJAM PASER
UTARA",4,-,"6,798",,,,,,53,1,,,
,,6471,KOTA BALIKPAPAN,5,-,"8,14",,,,,,53,1,,,
,,6472,KOTA SAMARINDA,24,-,59,,,,,,53,1,,,
,,6474,KOTA BONTANG,13,-,"96,69",,,,,,53,1,,,
65,"KALIMANTAN
UTARA",6501,BULUNGAN,3,-,"131,5",,,,,,53,1,,,
72,"SULAWESI
TENGAH",7207,"BANGGAI
KEPULAUAN",1,-,,,,,,,53,1,,,
,,7212,MOROWALI UTARA,1,-,2,,,,,,53,1,,,
73,"SULAWESI
SELATAN",7315,PINRANG,3,-,40,,,,,,53,1,,,
81,MALUKU,8171,KOTA AMBON,1,-,2,,,,,,53,1,,,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Jumlah
Kejadian",Korban,,,Kerusakan,,,,,,54,1,,,
,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam","Fasilitas
Pendidikan","Fasilitas
Peribadatan",54,1,"Fasilitas
Kesehatan",,
,,,(jiwa),,,(unit),,,,,,54,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),54,1,(13),,
13,SUMATERA BARAT,3,-,-,571,3,3,17,59,-,-,54,1,-,,
14,RIAU,2,-,-,145,11,1,4,6,-,-,54,1,-,,
32,JAWA BARAT,1,3,-,71,,,,,-,-,54,1,-,,
52,"NUSA TENGGARA
BARAT",2,-,-,556,4,,,35,-,-,54,1,-,,
53,"NUSA TENGGARA
TIMUR",4,1,-,398,,7,34,27,-,-,54,1,-,,
