0,1,2,3,4,5,6,7,8,9,10,11,page,table_number,12,13,14
92,PAPUA BARAT,15,-,-,12.754,,,59,1.691,-,3,16,1,-,,
93,PAPUA SELATAN,2,-,-,3.010,,6,836,54,-,-,16,1,-,,
94,PAPUA TENGAH,5,19,4,5.357,,,,495,-,-,16,1,-,,
96,PAPUA BARAT DAYA,4,-,-,14.959,21,,19,6.441,-,-,16,1,-,,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,17,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",17,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,(jiwa),,,(unit),,,,17,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),17,1,(13),(14),(15)
11,ACEH,1101,ACEH SELATAN,5,-,-,25.292,-,-,-,4.339,17,1,-,-,-
,,1102,ACEH TENGGARA,6,1,-,9.780,21,12,19,1.313,17,1,-,-,-
,,1103,ACEH TIMUR,2,-,-,1.960,-,-,-,252,17,1,-,-,-
,,1104,ACEH TENGAH,2,-,-,382,-,-,1,88,17,1,-,-,-
,,1105,ACEH BARAT,3,2,-,8.818,1,-,-,2.890,17,1,-,-,-
,,1107,PIDIE,3,-,-,86.870,-,-,1,6.189,17,1,1,-,-
,,1108,ACEH UTARA,1,-,-,5.039,-,-,-,1.363,17,1,-,-,-
,,1109,SIMEULUE,1,-,-,320,-,-,-,64,17,1,-,-,-
,,1110,ACEH SINGKIL,5,-,-,35.140,2,4,12,1.915,17,1,-,-,-
,,1111,BIREUEN,3,-,-,16.336,-,-,-,3.729,17,1,-,-,-
,,1113,GAYO LUES,2,-,-,180,24,-,8,,17,1,-,-,-
,,1114,ACEH JAYA,5,-,-,8.810,-,-,-,2.365,17,1,-,-,-
,,1115,NAGAN RAYA,2,-,-,9.116,-,-,-,2.776,17,1,-,-,-
,,1116,ACEH TAMIANG,1,-,-,6.415,1,-,-,,17,1,-,-,-
,,1118,PIDIE JAYA,1,-,-,350,-,-,-,70,17,1,-,-,-
,,1175,"KOTA
SUBULUSSALAM",5,-,-,15.904,-,-,-,2.481,17,1,-,-,-
12,"SUMATERA
UTARA",1201,TAPANULI TENGAH,2,-,-,1.450,1,-,13,50,17,1,-,-,-
,,1202,TAPANULI UTARA,3,-,,660,15,-,10,190,17,1,-,1,-
,,1203,TAPANULI SELATAN,8,2,85,6.069,105,-,305,645,17,1,1,-,-
,,1205,LANGKAT,8,1,11,28.318,-,-,-,8.815,17,1,-,-,-
,,1206,KARO,4,1,-,140,1,-,-,4,17,1,-,-,-
,,1207,DELI SERDANG,14,6,9,65.993,5,-,2,2.949,17,1,-,1,-
,,1208,SIMALUNGUN,6,2,-,1.229,-,-,2,163,17,1,-,-,-
,,1209,ASAHAN,8,-,-,33.946,-,-,-,6.779,17,1,-,-,-
,,1210,LABUHANBATU,1,-,-,150,-,-,-,30,17,1,-,-,-
,,1211,DAIRI,5,-,-,656,9,-,24,5,17,1,-,-,-
,,1213,MANDAILING NATAL,7,-,-,960,1,12,-,229,17,1,-,-,-
,,1216,"HUMBANG
HASUNDUTAN",1,-,,-,-,-,-,,17,1,-,-,-
,,1217,SAMOSIR,2,-,,8,1,-,6,,17,1,-,-,-
,,1218,SERDANG BEDAGAI,5,-,,15.568,2,-,-,3.649,17,1,-,-,-
,,1219,BATU BARA,1,-,,-,-,-,-,405,17,1,-,-,-
,,1220,"PADANG LAWAS
UTARA",2,-,-,480,-,-,-,110,17,1,-,-,-
,,1221,PADANG LAWAS,7,-,-,7.301,1,-,8,2.077,17,1,8,2,-
,,1222,"LABUHANBATU
SELATAN",3,-,-,7.471,-,-,-,1.486,17,1,-,-,-
,,1223,"LABUHANBATU
UTARA",3,-,-,23.090,-,-,-,2.570,17,1,-,-,-
,,1224,NIAS UTARA,2,-,-,3.200,-,-,-,600,17,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,18,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",18,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,(jiwa),,,(unit),,,,18,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),18,1,(13),(14),(15)
,,1225,NIAS BARAT,2,-,,8.545,-,-,-,2.107,18,1,-,-,-
,,1271,KOTA MEDAN,10,-,-,42.433,-,-,-,11.366,18,1,-,-,-
,,1272,"KOTA
PEMATANGSIANTAR",1,-,,120,-,-,-,30,18,1,-,-,-
,,1273,KOTA SIBOLGA,1,-,-,1.565,-,-,-,313,18,1,-,-,-
,,1274,"KOTA TANJUNG
BALAI",4,-,-,62.322,-,-,-,14.029,18,1,-,-,-
,,1275,KOTA BINJAI,4,-,-,28.569,-,-,-,6.882,18,1,-,-,-
,,1276,KOTA TEBING TINGGI,2,-,,11.037,-,-,-,3.044,18,1,-,-,-
,,1277,"KOTA PADANG
SIDEMPUAN",2,-,,1.850,-,-,-,467,18,1,-,-,-
,,1278,KOTA GUNUNGSITOLI,2,-,-,515,-,-,-,123,18,1,-,-,-
13,"SUMATERA
BARAT",1301,PESISIR SELATAN,15,30,-,175.984,1.183,4.325,4.673,36.721,18,1,-,-,-
,,1302,SOLOK,2,-,-,619,-,-,-,35,18,1,-,-,-
,,1303,SIJUNJUNG,5,-,-,4.579,6,-,64,1.050,18,1,-,1,-
,,1304,TANAH DATAR,3,1,-,320,-,29,-,64,18,1,-,-,-
,,1305,PADANG PARIAMAN,3,8,35,36.013,24,58,6,10.625,18,1,-,-,-
,,1306,AGAM,4,25,23,5.586,63,42,247,274,18,1,5,7,-
,,1307,LIMA PULUH KOTA,4,4,-,6.005,10,-,820,1.197,18,1,-,3,1
,,1308,PASAMAN,2,-,-,2.205,-,-,-,441,18,1,1,1,-
,,1309,"KEPULAUAN
MENTAWAI",2,-,-,4.125,-,-,18,833,18,1,-,-,-
,,1310,DHARMASRAYA,8,2,1,8.366,-,606,211,2.904,18,1,11,-,-
,,1311,SOLOK SELATAN,4,-,-,1.918,9,5,21,389,18,1,-,-,-
,,1312,PASAMAN BARAT,4,-,-,2.895,11,-,-,1.357,18,1,-,-,-
,,1371,KOTA PADANG,1,-,6,46.539,54,-,82,10.960,18,1,2,-,4
,,1372,KOTA SOLOK,1,-,-,3.028,-,-,-,692,18,1,-,-,-
,,1373,KOTA SAWAHLUNTO,1,-,-,828,-,-,-,240,18,1,2,1,-
,,1374,"KOTA PADANG
PANJANG",1,2,1,471,3,-,-,6,18,1,-,1,-
,,1375,KOTA BUKITTINGGI,2,-,-,1.075,-,-,-,215,18,1,-,-,-
,,1376,KOTA PAYAKUMBUH,1,-,,-,-,7,-,,18,1,-,-,-
,,1377,KOTA PARIAMAN,1,-,-,2.735,-,-,-,547,18,1,-,-,-
14,RIAU,1401,KAMPAR,8,-,-,10.084,-,-,-,2.916,18,1,-,-,-
,,1402,INDRAGIRI HULU,7,-,-,87.703,-,-,-,20.761,18,1,-,-,16
,,1403,BENGKALIS,1,-,-,4.449,-,-,-,961,18,1,-,-,-
,,1404,INDRAGIRI HILIR,4,-,-,10.750,15,9,98,2.867,18,1,-,-,-
,,1405,PELALAWAN,1,-,-,25.663,-,-,-,7.036,18,1,-,-,-
,,1406,ROKAN HULU,6,-,-,11.104,-,-,-,1.387,18,1,-,-,-
,,1407,ROKAN HILIR,5,-,-,70.624,-,-,-,16.550,18,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,19,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",19,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,(jiwa),,,(unit),,,,19,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),19,1,(13),(14),(15)
,,1408,SIAK,1,-,-,692,-,-,-,173,19,1,-,-,-
,,1409,KUANTAN SINGINGI,11,-,-,21.126,-,-,-,3.639,19,1,-,-,-
,,1471,KOTA PEKANBARU,8,-,-,6.565,-,-,-,1.726,19,1,-,-,-
,,1472,KOTA DUMAI,1,-,-,198,-,-,-,42,19,1,-,-,-
15,JAMBI,1501,KERINCI,9,4,-,25.121,21,23,178,8.350,19,1,-,-,-
,,1502,MERANGIN,3,-,-,4.165,-,-,-,1.431,19,1,-,-,-
,,1503,SAROLANGUN,6,-,-,26.195,-,-,4,10.355,19,1,-,-,-
,,1504,BATANGHARI,6,-,-,42.289,-,-,-,16.130,19,1,-,-,-
,,1505,MUARO JAMBI,2,-,-,205,-,-,-,2.575,19,1,-,-,-
,,1506,"TANJUNG JABUNG
BARAT",2,-,-,735,-,-,-,220,19,1,-,-,-
,,1507,"TANJUNG JABUNG
TIMUR",2,-,-,7.204,-,-,-,,19,1,-,-,-
,,1508,BUNGO,5,-,-,108.688,1,-,2,14.868,19,1,-,-,-
,,1509,TEBO,2,-,-,77.843,-,-,-,25.157,19,1,-,-,-
,,1571,KOTA JAMBI,1,-,-,94,-,-,-,86,19,1,-,-,-
,,1572,KOTA SUNGAI PENUH,6,-,-,23.275,6,2,-,6.975,19,1,1,4,-
16,"SUMATERA
SELATAN",1601,"OGAN KOMERING
ULU",8,7,14,188.258,49,38,31,34.469,19,1,-,-,-
,,1603,MUARA ENIM,10,-,-,16.439,1,-,-,7.810,19,1,-,-,-
,,1604,LAHAT,2,-,-,3.310,-,-,-,567,19,1,-,-,-
,,1605,MUSI RAWAS,3,-,-,19.730,-,-,-,3.940,19,1,-,-,-
,,1606,MUSI BANYUASIN,10,-,-,97.876,6,-,1,16.424,19,1,-,-,-
,,1607,BANYUASIN,4,-,-,1.021,-,-,-,251,19,1,-,-,-
,,1608,"OGAN KOMERING
ULU TIMUR",1,-,-,6.810,-,-,-,1.362,19,1,-,-,-
,,1609,"OGAN KOMERING
ULU SELATAN",3,2,-,4.394,4,6,8,1.390,19,1,1,1,-
,,1610,OGAN ILIR,13,-,-,6.554,-,-,-,1.345,19,1,-,-,-
,,1611,EMPAT LAWANG,1,-,-,170,-,-,-,34,19,1,-,-,-
,,1612,"PENUKAL ABAB
LEMATANG ILIR",1,-,-,200,-,-,-,40,19,1,-,-,-
,,1613,MUSI RAWAS UTARA,5,6,-,234.850,464,110,335,32.148,19,1,-,-,-
,,1672,KOTA PAGAR ALAM,2,-,-,810,-,-,-,162,19,1,-,-,-
,,1673,"KOTA LUBUK
LINGGAU",3,-,-,2.359,-,-,-,519,19,1,-,-,-
,,1674,KOTA PRABUMULIH,3,-,-,24.779,4,50,100,3.433,19,1,-,-,-
17,BENGKULU,1701,BENGKULU SELATAN,1,-,-,-,-,-,25,,19,1,-,-,-
,,1705,SELUMA,1,-,-,620,-,-,-,124,19,1,-,-,-
,,1707,LEBONG,1,-,1,14.850,79,-,265,2.970,19,1,-,-,-
,,1708,KEPAHIANG,3,-,-,1.517,-,-,-,326,19,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,20,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",20,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,(jiwa),,,(unit),,,,20,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),20,1,(13),(14),(15)
,,1771,KOTA BENGKULU,3,-,-,2.419,-,-,-,466,20,1,-,-,-
18,LAMPUNG,1801,LAMPUNG SELATAN,2,-,-,1.635,-,-,-,327,20,1,-,-,-
,,1803,LAMPUNG UTARA,1,-,-,135,-,-,-,27,20,1,-,-,-
,,1804,LAMPUNG BARAT,1,-,-,105,-,-,-,21,20,1,-,-,-
,,1805,TULANG BAWANG,4,-,-,33.097,-,-,-,6.942,20,1,-,-,-
,,1806,TANGGAMUS,2,5,-,5.085,-,3,-,497,20,1,-,-,-
,,1807,LAMPUNG TIMUR,2,-,-,957,-,-,-,254,20,1,-,-,-
,,1808,WAY KANAN,1,-,-,690,-,-,-,138,20,1,-,-,-
,,1809,PESAWARAN,5,-,-,3.538,-,-,-,1.027,20,1,-,-,-
,,1810,PRINGSEWU,1,-,-,625,-,-,-,125,20,1,-,-,-
,,1811,MESUJI,3,-,-,732,-,-,-,163,20,1,-,-,-
,,1813,PESISIR BARAT,1,-,-,150,-,-,-,30,20,1,-,-,-
,,1871,"KOTA BANDAR
LAMPUNG",5,-,-,5.892,-,-,-,1.117,20,1,-,-,-
19,"KEPULAUAN
BANGKA
BELITUNG",1905,BANGKA BARAT,1,-,-,375,-,-,-,105,20,1,-,-,-
,,1971,"KOTA PANGKAL
PINANG",1,-,-,2.290,-,-,-,458,20,1,-,-,-
21,"KEPULAUAN
RIAU",2101,BINTAN,1,-,-,537,-,-,-,172,20,1,-,-,-
,,2102,KARIMUN,1,-,-,125,-,-,-,25,20,1,-,-,-
,,2103,NATUNA,1,-,-,2.302,-,-,-,7,20,1,-,-,-
,,2172,"KOTA TANJUNG
PINANG",1,1,-,-,-,-,-,,20,1,-,-,-
31,DKI JAKARTA,3172,"KOTA ADM. JAKARTA
UTARA",3,-,-,120,-,-,-,,20,1,-,-,-
,,3173,"KOTA ADM. JAKARTA
BARAT",6,-,-,4.376,-,-,-,1.319,20,1,-,-,-
,,3174,"KOTA ADM. JAKARTA
SELATAN",8,-,-,4.447,-,-,-,1.264,20,1,-,-,-
,,3175,"KOTA ADM. JAKARTA
TIMUR",5,-,-,919,-,-,-,146,20,1,-,-,-
32,JAWA BARAT,3201,BOGOR,18,1,7,10.006,2,3,39,2.312,20,1,-,-,-
,,3202,SUKABUMI,9,2,10.352,25.621,215,353,459,1.464,20,1,-,-,-
,,3203,CIANJUR,3,4,1,6.586,11,11,22,1.474,20,1,-,-,-
,,3204,BANDUNG,14,5,4,61.262,4,5,22,12.358,20,1,1,-,-
,,3205,GARUT,1,-,-,138,-,-,-,46,20,1,-,-,-
,,3206,TASIKMALAYA,1,-,,3.948,-,-,-,653,20,1,-,-,-
,,3207,CIAMIS,3,-,-,1.782,-,-,-,515,20,1,-,-,-
,,3208,KUNINGAN,2,-,-,3.023,3,3,1,838,20,1,-,1,-
,,3209,CIREBON,13,2,-,209.250,-,-,-,54.314,20,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,21,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",21,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,(jiwa),,,(unit),,,,21,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),21,1,(13),(14),(15)
,,3210,MAJALENGKA,1,-,-,7.141,-,-,-,2.131,21,1,-,-,-
,,3211,SUMEDANG,7,1,-,4.378,1,-,-,845,21,1,-,-,-
,,3212,INDRAMAYU,5,-,-,30.808,-,3,2,6.493,21,1,-,-,-
,,3213,SUBANG,6,-,-,9.185,-,-,-,3.039,21,1,-,-,-
,,3214,PURWAKARTA,1,-,-,810,-,-,-,184,21,1,-,-,-
,,3215,KARAWANG,19,-,-,38.387,14,12,112,12.765,21,1,-,-,-
,,3216,BEKASI,11,-,-,47.254,-,-,-,11.870,21,1,-,-,-
,,3217,BANDUNG BARAT,3,-,36,2.941,132,36,104,45,21,1,3,5,-
,,3218,PANGANDARAN,1,-,,763,-,-,-,263,21,1,-,-,-
,,3271,KOTA BOGOR,5,-,-,1.002,4,-,-,271,21,1,-,-,-
,,3272,KOTA SUKABUMI,3,-,-,2.174,-,-,-,1.024,21,1,1,-,-
,,3273,KOTA BANDUNG,3,-,-,2.035,2,5,4,515,21,1,-,-,-
,,3274,KOTA CIREBON,3,-,-,1.680,-,-,-,197,21,1,-,-,-
,,3275,KOTA BEKASI,4,-,-,11.789,-,-,8.973,2.013,21,1,-,-,-
,,3276,KOTA DEPOK,4,-,,797,-,-,-,144,21,1,-,-,-
,,3277,KOTA CIMAHI,2,-,,209,3,6,1,47,21,1,-,-,-
,,3278,KOTA TASIKMALAYA,1,-,-,148,-,-,-,,21,1,-,-,-
33,"JAWA
TENGAH",3301,CILACAP,8,1,-,37.225,16,15,59,11.974,21,1,-,-,-
,,3302,BANYUMAS,2,-,-,251,-,-,-,77,21,1,-,-,-
,,3303,PURBALINGGA,1,-,-,110,-,-,-,22,21,1,-,-,-
,,3305,KEBUMEN,2,-,-,6.233,-,-,-,1.664,21,1,-,4,-
,,3306,PURWOREJO,1,-,-,400,-,-,-,,21,1,-,-,-
,,3307,WONOSOBO,1,-,-,280,-,-,-,56,21,1,-,-,-
,,3310,KLATEN,1,-,-,189,-,-,63,,21,1,-,-,-
,,3311,SUKOHARJO,1,-,-,255,-,-,85,,21,1,-,-,-
,,3312,WONOGIRI,1,-,-,120,-,-,-,24,21,1,-,-,-
,,3313,KARANGANYAR,1,-,-,107,-,-,-,30,21,1,-,-,-
,,3314,SRAGEN,6,-,-,13.078,-,-,-,3.324,21,1,-,-,-
,,3315,GROBOGAN,7,4,-,164.695,15,9,18,32.585,21,1,-,-,-
,,3316,BLORA,3,-,-,465,-,-,-,79,21,1,-,-,-
,,3318,PATI,5,-,-,22.899,-,-,-,6.757,21,1,-,-,-
,,3319,KUDUS,2,8,-,47.513,-,-,-,10.888,21,1,-,-,-
,,3320,JEPARA,3,-,-,36.095,-,-,-,4.094,21,1,-,-,-
,,3321,DEMAK,3,3,-,271.512,-,-,-,66.105,21,1,-,-,-
,,3322,SEMARANG,1,-,2,271,-,-,-,72,21,1,-,-,-
,,3323,TEMANGGUNG,2,-,-,170,-,-,-,36,21,1,-,-,-
,,3324,KENDAL,2,-,-,24.385,-,-,-,10.855,21,1,-,-,-
,,3326,PEKALONGAN,3,2,-,4.908,3,12,106,772,21,1,1,2,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,22,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",22,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,(jiwa),,,(unit),,,,22,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),22,1,(13),(14),(15)
,,3327,PEMALANG,1,-,-,11.985,-,-,-,1.272,22,1,-,-,-
,,3328,TEGAL,4,-,-,10.839,-,-,-,2.224,22,1,-,-,-
,,3329,BREBES,5,-,-,100.768,-,-,11,23.304,22,1,-,-,-
,,3372,KOTA SURAKARTA,2,-,-,1.340,-,-,-,268,22,1,-,-,-
,,3374,KOTA SEMARANG,3,-,-,190.608,-,-,-,48.349,22,1,-,-,-
,,3375,KOTA PEKALONGAN,4,-,-,33.795,-,-,2.215,2.667,22,1,-,-,-
,,3376,KOTA TEGAL,3,-,-,16.261,-,-,6,4.147,22,1,-,-,-
35,JAWA TIMUR,3502,PONOROGO,2,2,-,1.265,-,-,-,257,22,1,-,-,-
,,3503,TRENGGALEK,1,-,-,75,-,-,-,15,22,1,-,-,-
,,3505,BLITAR,1,-,-,355,6,-,8,69,22,1,-,1,-
,,3506,KEDIRI,3,-,-,610,-,-,-,52,22,1,-,-,-
,,3507,MALANG,1,-,-,885,-,-,-,282,22,1,-,1,-
,,3508,LUMAJANG,2,2,-,6.405,10,10,16,1.431,22,1,-,-,-
,,3509,JEMBER,10,1,2,21.206,-,-,-,3.203,22,1,-,-,-
,,3510,BANYUWANGI,1,-,-,1.230,-,-,-,,22,1,-,-,-
,,3511,BONDOWOSO,4,-,-,495,-,-,-,91,22,1,-,1,-
,,3512,SITUBONDO,3,-,-,1.327,-,-,-,339,22,1,1,1,-
,,3513,PROBOLINGGO,4,-,-,5.309,-,-,-,1.091,22,1,-,-,-
,,3514,PASURUAN,13,1,-,108.986,-,-,-,16.874,22,1,-,-,-
,,3515,SIDOARJO,7,-,-,34.447,-,-,-,2.651,22,1,-,-,-
,,3516,MOJOKERTO,8,-,1,14.290,-,-,-,2.732,22,1,1,-,1
,,3517,JOMBANG,4,-,-,9.743,-,-,-,899,22,1,-,-,-
,,3518,NGANJUK,3,-,-,370,-,-,-,34,22,1,-,-,-
,,3519,MADIUN,6,-,1,4.065,-,-,-,390,22,1,-,-,-
,,3520,MAGETAN,3,-,-,182,-,-,-,23,22,1,-,-,-
,,3521,NGAWI,1,-,-,2.980,-,-,-,745,22,1,-,-,-
,,3522,BOJONEGORO,6,1,-,25.800,-,-,-,1.504,22,1,-,-,-
,,3523,TUBAN,4,-,-,11.965,-,-,-,2.416,22,1,1,-,-
,,3524,LAMONGAN,8,-,-,3.485,-,-,-,2.271,22,1,-,-,-
,,3525,GRESIK,8,-,-,5.061,-,-,-,4.212,22,1,-,-,-
,,3526,BANGKALAN,1,-,-,8.010,-,-,-,4.233,22,1,-,-,-
,,3527,SAMPANG,1,-,-,22.420,-,-,-,4.174,22,1,-,-,-
,,3528,PAMEKASAN,2,-,-,7.807,-,-,-,2.634,22,1,-,-,-
,,3529,SUMENEP,2,-,-,-,-,-,-,,22,1,-,-,-
,,3573,KOTA MALANG,2,-,-,1.100,-,-,-,241,22,1,-,-,-
,,3575,KOTA PASURUAN,6,1,-,15.189,-,-,-,1.179,22,1,-,-,-
,,3576,KOTA MOJOKERTO,1,-,-,2.156,-,-,-,529,22,1,-,-,-
,,3577,KOTA MADIUN,2,-,-,6.450,-,-,-,115,22,1,-,-,-
,,3578,KOTA SURABAYA,1,-,-,485,-,-,60,,22,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,23,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",23,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,(jiwa),,,(unit),,,,23,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),23,1,(13),(14),(15)
36,BANTEN,3601,PANDEGLANG,9,1,-,62.939,8,-,22,5.253,23,1,-,-,-
,,3602,LEBAK,6,3,1,12.948,15,9,67,2.638,23,1,-,-,-
,,3603,TANGERANG,1,-,-,6.665,-,-,-,,23,1,-,-,-
,,3604,SERANG,15,-,-,9.382,-,-,-,2.394,23,1,-,-,-
,,3671,KOTA TANGERANG,3,-,-,4.140,-,-,-,1.132,23,1,-,-,-
,,3672,KOTA CILEGON,6,-,-,4.122,-,-,-,995,23,1,-,-,-
,,3673,KOTA SERANG,9,-,-,4.184,-,-,-,339,23,1,-,-,-
,,3674,"KOTA TANGERANG
SELATAN",17,-,-,31.565,-,-,-,1.148,23,1,-,-,-
51,BALI,5106,BANGLI,1,1,-,-,-,-,-,,23,1,-,-,-
,,5107,KARANGASEM,1,-,-,-,-,1,16,,23,1,-,-,-
52,"NUSA
TENGGARA
BARAT",5201,LOMBOK BARAT,2,-,-,820,-,1,-,175,23,1,-,-,-
,,5202,LOMBOK TENGAH,4,-,-,3.444,-,-,-,644,23,1,-,-,-
,,5203,LOMBOK TIMUR,1,-,-,609,-,-,-,,23,1,-,-,-
,,5204,SUMBAWA,7,-,-,12.378,17,2,-,1.229,23,1,-,-,-
,,5205,DOMPU,5,-,9,24.062,2,5,2,20,23,1,-,-,-
,,5206,BIMA,19,-,-,21.680,7,1,-,5.140,23,1,1,-,-
,,5271,KOTA MATARAM,1,-,-,116,-,-,-,,23,1,-,-,-
,,5272,KOTA BIMA,5,-,-,25.031,-,-,-,,23,1,1,-,-
53,"NUSA
TENGGARA
TIMUR",5301,KUPANG,2,-,-,340,-,-,-,91,23,1,-,-,-
,,5302,"TIMOR TENGAH
SELATAN",1,-,-,239,-,-,-,58,23,1,-,-,-
,,5304,BELU,1,1,-,-,-,-,-,,23,1,-,-,-
,,5305,ALOR,1,1,-,-,-,-,-,,23,1,-,-,-
,,5307,SIKKA,1,-,-,842,-,-,20,480,23,1,-,-,-
,,5311,SUMBA TIMUR,1,1,-,-,-,-,-,,23,1,-,-,-
,,5313,LEMBATA,1,-,-,18,1,-,5,1,23,1,-,-,-
,,5315,MANGGARAI BARAT,1,-,-,68,-,6,2,14,23,1,-,-,-
,,5316,NAGEKEO,1,1,-,3,-,-,-,1,23,1,-,-,-
,,5321,MALAKA,2,1,-,20.008,-,-,-,4.295,23,1,-,-,-
,,5371,KOTA KUPANG,1,-,-,986,-,-,-,268,23,1,-,-,-
61,"KALIMANTAN
BARAT",6101,SAMBAS,6,-,-,26.942,-,-,-,5.658,23,1,-,-,-
,,6102,MEMPAWAH,2,-,-,10.157,-,-,-,2.648,23,1,-,-,-
,,6103,SANGGAU,8,-,-,21.832,8,3,8,4.398,23,1,4,-,-
,,6104,KETAPANG,5,-,-,21.378,-,-,-,4.193,23,1,-,-,-
,,6105,SINTANG,4,-,-,78.954,1,-,-,14.981,23,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,24,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",24,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,(jiwa),,,(unit),,,,24,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),24,1,(13),(14),(15)
,,6106,KAPUAS HULU,2,-,-,80.714,2,-,-,15.145,24,1,-,-,-
,,6107,BENGKAYANG,5,-,-,17.452,1,-,-,3.188,24,1,-,-,-
,,6108,LANDAK,6,1,-,70.790,4,2,-,15.758,24,1,-,-,-
,,6109,SEKADAU,3,-,-,43.397,-,-,-,11.284,24,1,-,-,-
,,6110,MELAWI,7,2,-,48.692,-,-,-,11.557,24,1,-,-,-
,,6112,KUBU RAYA,6,-,-,30.463,-,-,-,6.950,24,1,-,-,-
,,6172,KOTA SINGKAWANG,2,-,-,1.775,-,-,-,337,24,1,-,-,-
